vehicle_idx,dept_name,equipmentid,vehicledescription,vehicle_type,deptid,purchasedate,purchaseprice,depreceated value,miles2020,cumulative_miles,maintenance2020,cumulative_maintenance,mpg2020,emissions2020,replacementvehicle_id,replacement_vehicle_desc,replacement_vehicle_purchaseprice,replacement_vehicle_mpge,replacement_vehicle_type,replacement_vehicle_annual_maintenance,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,current_age,county,solution_idx,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037
128,Dept. of Social Services,27826,2007 FORD FOCUS',ICE,BS001-2190,6/5/2007,11746,3500,5648,124292,128.78,13234.83,26,525.9156923,R229,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,14,Baltimore County,0,,,,,,,,,,,,,,,,
130,Dept. of Social Services,27828,2007 FORD FOCUS',ICE,BS001-2190,6/5/2007,11746,3500,4806,123594,967.9,9985.84,26,447.5125385,R231,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,14,Baltimore County,0,,,,,,,,,,,,,,,,
251,Dept. of Social Services,30074,2008 HONDA CIVIC',HEV,BS001-2190,7/7/2008,21445,5500,3879,113467,130.97,8153.47,29,323.8296207,R352,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,13,Baltimore County,0,,,,,,,,,,,,,,,,
256,Dept. of Social Services,30079,2008 HONDA CIVIC',HEV,BS001-2190,7/7/2008,21445,5500,3956,121180,863.8,8748.88,29,330.2577931,R357,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,13,Baltimore County,0,,,,,,,,,,,,,,,,
257,Dept. of Social Services,30080,2008 HONDA CIVIC',HEV,BS001-2190,7/7/2008,21445,5500,3354,105599,290.42,7947.41,29,280.0011724,R358,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,13,Baltimore County,0,,,,,,,,,,,,,,,,
314,Dept. of Social Services,30164,2009 CHEVROLET VAN 12PSG',ICE,BS001-2190,1/15/2009,26175,7500,5580,61372,615.09,4250.28,14,964.9728701,R415,Ford Transit 350HD Passenger Van,46000,66,EV,1529.4,,,,,,,12,Baltimore County,0,,,,,,,,,,,,,,,,
315,Dept. of Social Services,30165,2009 CHEVROLET VAN 12PSG',ICE,BS001-2190,1/15/2009,26175,7500,3332,67625,195.93,7149.32,14,576.198,R416,Ford Transit 350HD Passenger Van,46000,66,EV,1529.4,,,,,,,12,Baltimore County,0,,,,,,,,,,,,,,,,
932,Dept. of Social Services,31261,2014 Chrysler TOWN & COUNTRY',ICE,BS001-2190,7/14/2016,25000,12760.42,4124,26256,609.49,2443.4,20,499.2102,R1033,Chrysler Pacifica Hybrid,40000,82,HEV,984.6,,,,,,,5,Baltimore County,0,,,,,,,,,,,,,,,,
400,DPW: Bureau of Transportation,30381,2009 FORD MINI BUS',ICE,10707704,5/20/2009,55569.42,20000,13615,196099,5734.01,52556.12,6,5493.6525,R501,Ford E-450,105000,33.7,EV,1823,,,,,,,12,Baltimore County,16,,,,,,,,,,,,,,,,
780,DPW: Bureau of Transportation,31089,2014 FORD E350 BUS',ICE,10707704,10/28/2014,52306.04,19372.61,16720,106244,6761.9,14400.35,11,3679.92,R881,Ford Transit 350HD Passenger Van,46000,66,EV,1529.4,,,,,,,7,Baltimore County,15,,,,,,,,,,,,,,,,
781,DPW: Bureau of Transportation,31090,2014 FORD E350 BUS',ICE,10707704,10/28/2014,52306.04,19372.61,16261,108075,4178.74,11743.51,11,3578.898273,R882,Ford Transit 350HD Passenger Van,46000,66,EV,1529.4,,,,,,,7,Baltimore County,15,,,,,,,,,,,,,,,,
783,DPW: Bureau of Transportation,31092,2014 FORD E350 BUS',ICE,10707704,10/28/2014,52306.04,19372.61,15966,111802,2526.86,9397.61,11,3513.971455,R884,Ford Transit 350HD Passenger Van,46000,66,EV,1529.4,,,,,,,7,Baltimore County,15,,,,,,,,,,,,,,,,
925,DPW: Bureau of Transportation,31254,2016 FORD E350 BUS',ICE,10707704,6/29/2016,52617.61,29232.01,14717,66894,672.03,4182.3,12.5,2850.38856,R1026,Ford Transit 350HD Passenger Van,46000,66,EV,1529.4,,,,,,,5,Baltimore County,15,,,,,,,,,,,,,,,,
926,DPW: Bureau of Transportation,31255,2016 FORD E350 BUS',ICE,10707704,6/29/2016,52617.61,29232.01,18726,68953,924.05,4300.22,12.5,3626.85168,R1027,Ford Transit 350HD Passenger Van,46000,66,EV,1529.4,,,,,,,5,Baltimore County,15,,,,,,,,,,,,,,,,
1192,DPW: Bureau of Transportation,31546,2017 FORD E350 BUS',ICE,10707704,3/1/2018,54372.37,40779.28,20628,46180,1932.99,3479,8.5,5875.339765,R1293,Ford Transit 350HD Passenger Van,46000,66,EV,1529.4,,,,,,,3,Baltimore County,16,,,,,,,,,,,,,,,,
1312,DPW: Bureau of Transportation,31678,2019 FORD E450',ICE,10707704,9/19/2019,61258.78,56153.88,8570,8570,141.07,141.07,10,2074.797,R1413,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,2,Baltimore County,12,,,,,,,,,,,,,,,,
1314,DPW: Bureau of Transportation,31680,2019 FORD E350 BUS',ICE,10707704,7/10/2019,57636.18,51765.83,16628,16628,584.6,584.6,8.5,4736.045647,R1415,Ford Transit 350HD Passenger Van,46000,66,EV,1529.4,,,,,,,2,Baltimore County,16,,,,,,,,,,,,,,,,
1456,DPW: Bureau of Transportation,31877,2019 FORD E450',ICE,10707704,5/19/2020,60559,59998.27,9799,27796,748.23,961.12,10,2372.3379,R1557,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,1,Baltimore County,16,,,,,,,,,,,,,,,,
1457,DPW: Bureau of Transportation,31878,2019 FORD E450',ICE,10707704,5/19/2020,60559,59998.27,473,892,126.36,961.12,10,114.5133,R1558,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,1,Baltimore County,0,,,,,,,,,,,,,,,,
501,DPW: Bureau of Transportation Rural Transp,30613,2010 FORD MINI BUS',ICE,005070XX23,2/24/2010,55569.42,22000,9932,171073,5833.52,52491.85,6,4007.562,R602,Ford E-450,105000,33.7,EV,1823,,,,,,,11,Baltimore County,14,,,,,,,,,,,,,,,,
782,DPW: Bureau of Transportation Rural Transp,31091,2014 FORD E350 BUS',ICE,005070XX23,10/28/2014,52306.04,19372.61,19893,126318,2464.31,10234.29,11,4378.268455,R883,Ford Transit 350HD Passenger Van,46000,66,EV,1529.4,,,,,,,7,Baltimore County,16,,,,,,,,,,,,,,,,
923,DPW: Bureau of Transportation Rural Transp,31252,2016 FORD E450',ICE,005070XX23,6/16/2016,54476.39,30264.66,17150,80522,1348.62,7240.72,10,4152.015,R1024,Ford E-450,105000,33.7,EV,1823,,,,,,,5,Baltimore County,15,,,,,,,,,,,,,,,,
500,DPW: Bureau of Transportation Specialized Transp,30612,2010 FORD MINI BUS',ICE,005070XX22,2/24/2010,55569.42,22000,9846,183256,9001.1,48456.6,6,3972.861,R601,Ford E-450,105000,33.7,EV,1823,,,,,,,11,Baltimore County,14,,,,,,,,,,,,,,,,
584,DPW: Bureau of Transportation Specialized Transp,30810,2011 FORD CROWN VICTORIA',ICE,005070XX22,6/21/2011,22270,6500,7621,94502,493.72,4686.56,19,971.0758421,R685,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175,,,,,,,10,Baltimore County,0,,,,,,,,,,,,,,,,
643,DPW: Bureau of Transportation Specialized Transp,30890,2010 FORD MINI BUS',ICE,005070XX22,3/14/2011,50848.02,22000,7322,156586,10191.82,40947.87,6,2954.427,R744,Ford E-450,105000,33.7,EV,1823,,,,,,,10,Baltimore County,0,,,,,,,,,,,,,,,,
644,DPW: Bureau of Transportation Specialized Transp,30891,2010 FORD MINI BUS',ICE,005070XX22,3/14/2011,50848.02,22000,14332,170152,2934.92,33010.99,6,5782.962,R745,Ford E-450,105000,33.7,EV,1823,,,,,,,10,Baltimore County,16,,,,,,,,,,,,,,,,
924,DPW: Bureau of Transportation Specialized Transp,31253,2016 FORD E450',ICE,005070XX22,6/16/2016,54476.39,30264.66,19586,82857,873.4,6372.77,10,4741.7706,R1025,Ford E-450,105000,33.7,EV,1823,,,,,,,5,Baltimore County,15,,,,,,,,,,,,,,,,
1189,DPW: Bureau of Transportation Specialized Transp,31543,2017 FORD E450',ICE,005070XX22,3/6/2018,56897.91,42673.43,19153,38517,1231.76,2134.96,10,4636.9413,R1290,Ford E-450,105000,33.7,EV,1823,,,,,,,3,Baltimore County,13,,,,,,,,,,,,,,,,
1191,DPW: Bureau of Transportation Specialized Transp,31545,2017 FORD E350 BUS',ICE,005070XX22,3/1/2018,54372.37,40779.28,18047,42880,1478.51,1779.75,8.5,5140.210235,R1292,Ford Transit 350HD Passenger Van,46000,66,EV,1529.4,,,,,,,3,Baltimore County,16,,,,,,,,,,,,,,,,
1313,DPW: Bureau of Transportation Specialized Transp,31679,2019 FORD E450',ICE,005070XX22,9/19/2019,61258.78,56153.88,13086,13086,1396.39,1396.39,10,3168.1206,R1414,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,2,Baltimore County,16,,,,,,,,,,,,,,,,
1315,DPW: Bureau of Transportation Specialized Transp,31681,2019 FORD E-ONE',ICE,005070XX22,7/10/2019,57636.18,51765.83,15109,15109,392.59,392.59,4.25,8606.797412,R1416,E-ONE eMAX,550000,4.5,ICE,100000,,,,,,,2,Baltimore County,0,,,,,,,,,,,,,,,,
175,DPW: Bureau of Utilities (Admin.),27907,2008 FORD ESCAPE',HEV,300707801,11/26/2007,24724,6000,5672,117465,160.49,4275.83,24,572.163,R276,Ford Escape,29000,39,HEV,1110.2,,,,,,,14,Baltimore County,0,,,,,,,,,,,,,,,,
167,DPW: Bureau of Utilities (Engineering),27893,2007 HONDA CIVIC',HEV,300707802,10/17/2007,21475,3500,4931,61985,464.48,3404.78,29,411.6534828,R268,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,14,Baltimore County,0,,,,,,,,,,,,,,,,
204,DPW: Bureau of Utilities (Engineering),27969,2008 FORD FOCUS',ICE,300707802,2/5/2008,11830,3800,5782,48116,1172.73,2383.01,28,499.9365,R305,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,13,Baltimore County,0,,,,,,,,,,,,,,,,
153,DPW: Bureau of Utilities (Sewer Main Design),27878,2007 HONDA CIVIC',HEV,300707203,9/28/2007,21475,3500,5171,79966,4085.89,8389.31,29,431.6893448,R254,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,14,Baltimore County,0,,,,,,,,,,,,,,,,
39,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),27303,2005 CHEVROLET 3/4 TON PU',ICE,300707803,5/16/2005,25404,9000,11454,157809,1584.93,14141.83,19,1459.480737,R140,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,16,Baltimore County,0,,,,,,,,,,,,,,,,
40,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),27304,2005 CHEVROLET 3/4 TON PU',ICE,300707803,5/16/2005,25404,9000,14757,138357,602.04,11935,19,1880.352474,R141,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,16,Baltimore County,0,,,,,,,,,,,,,,,,
41,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),27305,2005 CHEVROLET 3/4 TON PU',ICE,300707803,5/16/2005,25404,9000,15213,117461,748.65,13530.49,19,1938.456474,R142,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,16,Baltimore County,0,,,,,,,,,,,,,,,,
43,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),27319,2005 CHEVROLET 3/4 TON PU',ICE,300707803,6/6/2005,23591,9000,8625,121639,7201.54,23119.93,19,1099.006579,R144,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,16,Baltimore County,0,,,,,,,,,,,,,,,,
62,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),27532,2006 CHEVROLET 3/4 TON PU',ICE,300707803,6/2/2006,29343,9500,11744,176369,393.05,16816.42,15,1895.4816,R163,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,15,Baltimore County,16,,,,,,,,,,,,,,,,
63,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),27536,2006 CHEVROLET 3/4 TON PU',ICE,300707803,6/2/2006,24748,9500,6281,115588,709.12,11953.39,15,1013.7534,R164,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,15,Baltimore County,0,,,,,,,,,,,,,,,,
137,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),27841,2007 GMC 3/4 TON PU',ICE,300707803,7/23/2007,27878,6500,11845,146093,4648.94,25422.98,16,1792.296563,R238,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,14,Baltimore County,0,,,,,,,,,,,,,,,,
143,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),27851,2007 GMC 3/4 TON PU',ICE,300707803,8/22/2007,31118,6500,8052,132416,1697.11,18776.46,16,1218.36825,R244,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,14,Baltimore County,0,,,,,,,,,,,,,,,,
145,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),27859,2007 GMC 3/4 TON PU',ICE,300707803,8/31/2007,29576,6500,17822,175784,1556.99,16819.04,16,2696.691375,R246,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,14,Baltimore County,16,,,,,,,,,,,,,,,,
165,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),27891,2007 HONDA CIVIC',HEV,300707803,10/17/2007,21475,3500,7238,117752,511.92,8076.73,29,604.2482069,R266,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,14,Baltimore County,0,,,,,,,,,,,,,,,,
173,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),27905,2008 FORD ESCAPE',HEV,300707803,11/26/2007,24724,6000,15902,186990,696.54,6672.44,24,1604.11425,R274,Ford Escape,29000,39,HEV,1110.2,,,,,,,14,Baltimore County,14,,,,,,,,,,,,,,,,
187,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),27925,2008 JEEP LIBERTY',ICE,300707803,12/13/2007,19998,6000,8412,148420,393.82,10255.19,18,1131.414,R288,Ford Escape,29000,39,HEV,1110.2,,,,,,,14,Baltimore County,0,,,,,,,,,,,,,,,,
190,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),27928,2008 JEEP LIBERTY',ICE,300707803,12/13/2007,19998,6000,5353,105290,141.02,7362.98,18,719.9785,R291,Ford Escape,29000,39,HEV,1110.2,,,,,,,14,Baltimore County,0,,,,,,,,,,,,,,,,
271,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),30096,2008 GMC VAN-CW UTIL BOD',ICE,300707803,8/26/2008,29743,6000,8868,165086,731.59,22786.99,15,1431.2952,R372,Ford E-450 Cutaway,150000,33.7,EV,1788.2,,,,,,,13,Baltimore County,0,,,,,,,,,,,,,,,,
280,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),30107,2008 GMC VAN-CW UTIL BOD',ICE,300707803,9/19/2008,29743,6000,4672,127328,5.66,12629.81,15,754.0608,R381,Ford E-450 Cutaway,150000,33.7,EV,1788.2,,,,,,,13,Baltimore County,0,,,,,,,,,,,,,,,,
303,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),30144,2008 CHEVROLET 3/4 TON PU',ICE,300707803,11/14/2008,28395,11000,2284,95886,1394.4,10047.02,17,325.2684706,R404,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,13,Baltimore County,0,,,,,,,,,,,,,,,,
304,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),30146,2008 CHEVROLET 3/4 TON PU',ICE,300707803,11/14/2008,28395,11000,9279,143219,730.64,15113.56,17,1321.438765,R405,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,13,Baltimore County,0,,,,,,,,,,,,,,,,
305,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),30150,2008 CHEVROLET 3/4 TON PU',ICE,300707803,11/25/2008,28395,11000,11777,110921,2690.88,12496.24,17,1677.183353,R406,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,13,Baltimore County,0,,,,,,,,,,,,,,,,
306,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),30151,2008 CHEVROLET 3/4 TON PU',ICE,300707803,11/25/2008,28395,11000,6062,111202,753.35,9694.36,17,863.3001176,R407,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,13,Baltimore County,0,,,,,,,,,,,,,,,,
309,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),30155,2008 CHEVROLET 3/4 TON PU',ICE,300707803,12/4/2008,20734,11000,12935,156783,1098.92,10356.98,17,1842.096176,R410,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,13,Baltimore County,14,,,,,,,,,,,,,,,,
310,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),30156,2008 CHEVROLET 3/4 TON PU',ICE,300707803,12/4/2008,20734,11000,9530,150445,2453.37,10626.95,17,1357.184118,R411,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,13,Baltimore County,0,,,,,,,,,,,,,,,,
340,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),30198,2009 HONDA CIVIC',HEV,300707803,3/16/2009,20759,6000,3210,83360,450.27,13225.63,29,267.9796552,R441,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,12,Baltimore County,0,,,,,,,,,,,,,,,,
437,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),30443,2010 FORD F450',ICE,300707803,9/23/2009,35502,12000,7531,74000,1015.03,5849.34,10,1823.2551,R538,Ford F 450 Super Duty XL,71000,10.7,ICE,1147.2,,,,,,,12,Baltimore County,0,,,,,,,,,,,,,,,,
438,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),30444,2010 FORD F450',ICE,300707803,9/23/2009,35502,12000,9412,98023,740.8,10611.75,10,2278.6452,R539,Ford F 450 Super Duty XL,71000,10.7,ICE,1147.2,,,,,,,12,Baltimore County,0,,,,,,,,,,,,,,,,
439,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),30445,2010 FORD F450',ICE,300707803,9/23/2009,35502,12000,8357,123856,2466.48,9168.23,10,2023.2297,R540,Ford F 450 Super Duty XL,71000,10.7,ICE,1147.2,,,,,,,12,Baltimore County,0,,,,,,,,,,,,,,,,
459,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),30471,2009 CHEVROLET SILVERADO',ICE,300707803,11/18/2009,32854,12000,13001,152842,2667.34,14362.41,20,1573.77105,R560,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,12,Baltimore County,0,,,,,,,,,,,,,,,,
507,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),30622,2009 FORD F150',ICE,300707803,5/7/2010,18284.79,10000,10702,95237,1168.69,5526.53,16,1619.346375,R608,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,11,Baltimore County,0,,,,,,,,,,,,,,,,
560,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),30691,2011 FORD E350',ICE,300707803,11/9/2010,21008,18000,19701,159275,2464.93,11800.18,12.5,3815.68968,R661,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2,,,,,,,11,Baltimore County,16,,,,,,,,,,,,,,,,
564,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),30699,2011 CHEVROLET SILVERADO',ICE,300707803,11/30/2010,18665,15000,9440,58479,97.45,2133.72,18,1269.68,R665,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,11,Baltimore County,0,,,,,,,,,,,,,,,,
593,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),30833,2011 CHEVROLET SILVERADO',ICE,300707803,2/10/2011,27890,15000,20126,187047,1555.39,9262.06,18,2706.947,R694,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,10,Baltimore County,14,,,,,,,,,,,,,,,,
595,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),30835,2011 CHEVROLET SILVERADO',ICE,300707803,2/10/2011,27890,15000,11441,118987,1628.44,10510.23,18,1538.8145,R696,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,10,Baltimore County,0,,,,,,,,,,,,,,,,
598,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),30838,2011 CHEVROLET SILVERADO',ICE,300707803,2/17/2011,27890,15000,15859,177307,1072,9994.88,18,2133.0355,R699,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,10,Baltimore County,14,,,,,,,,,,,,,,,,
600,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),30840,2011 CHEVROLET SILVERADO',ICE,300707803,2/17/2011,27890,15000,7234,80869,195.69,3547.73,18,972.973,R701,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,10,Baltimore County,0,,,,,,,,,,,,,,,,
666,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),30927,2011 CHEVROLET SILVERADO',ICE,300707803,4/5/2011,32450,15000,20499,230290,2644.77,25272.87,18,2757.1155,R767,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,10,Baltimore County,14,,,,,,,,,,,,,,,,
669,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),30932,2011 CHEVROLET SILVERADO',ICE,300707803,4/14/2011,31990,15000,3682,98950,961.74,5421.36,18,495.229,R770,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,10,Baltimore County,0,,,,,,,,,,,,,,,,
853,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),31178,2015 FORD F250',ICE,300707803,7/16/2015,32875,14915.51,8099,51426,1039.28,3049.63,15,1307.1786,R954,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8,,,,,,,6,Baltimore County,0,,,,,,,,,,,,,,,,
854,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),31179,2015 FORD F250',ICE,300707803,7/15/2015,32875,14915.51,6764,27268,79.34,1154.55,15,1091.7096,R955,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8,,,,,,,6,Baltimore County,0,,,,,,,,,,,,,,,,
855,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),31180,2015 FORD F250',ICE,300707803,7/16/2015,36275,16458.1,7998,47306,312.77,2052.41,15,1290.8772,R956,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8,,,,,,,6,Baltimore County,0,,,,,,,,,,,,,,,,
860,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),31185,2015 FORD F250',ICE,300707803,8/26/2015,32925,15243.06,24978,119968,3220.94,8605.03,15,4031.4492,R961,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8,,,,,,,6,Baltimore County,14,,,,,,,,,,,,,,,,
861,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),31186,2015 FORD F250',ICE,300707803,7/23/2015,35055,15904.58,7249,56620,515.85,3419.8,15,1169.9886,R962,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8,,,,,,,6,Baltimore County,0,,,,,,,,,,,,,,,,
862,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),31187,2015 FORD F250',ICE,300707803,7/21/2015,35055,15904.58,9689,68778,2593.76,5059.55,15,1563.8046,R963,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8,,,,,,,6,Baltimore County,0,,,,,,,,,,,,,,,,
864,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),31189,2015 FORD F250',ICE,300707803,7/16/2015,40145,18213.94,10055,43909,57.01,1633.67,15,1622.877,R965,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8,,,,,,,6,Baltimore County,0,,,,,,,,,,,,,,,,
865,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),31190,2015 FORD F250',ICE,300707803,7/31/2015,40145,18213.94,19120,56897,330.41,2025.83,15,3085.968,R966,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8,,,,,,,6,Baltimore County,14,,,,,,,,,,,,,,,,
869,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),31194,2015 FORD F250',ICE,300707803,7/17/2015,37965,17224.86,15698,65279,2938.74,5188.03,15,2533.6572,R970,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8,,,,,,,6,Baltimore County,0,,,,,,,,,,,,,,,,
872,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),31197,2015 FORD F250',ICE,300707803,5/14/2015,28855,12557.27,10484,62296,585.7,3343.03,15,1692.1176,R973,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8,,,,,,,6,Baltimore County,0,,,,,,,,,,,,,,,,
1146,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),31499,2017 FORD F250',ICE,300707803,1/24/2018,39455,28860.6,13592,31243,1494.36,2171.57,15,2193.7488,R1247,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8,,,,,,,3,Baltimore County,0,,,,,,,,,,,,,,,,
1147,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),31500,2017 FORD F250',ICE,300707803,8/15/2017,29855,20456.2,15637,31811,1285.69,1455.52,15,2523.8118,R1248,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8,,,,,,,4,Baltimore County,0,,,,,,,,,,,,,,,,
1152,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),31505,2017 FORD F250',ICE,300707803,10/27/2017,41090,28915.19,14063,32024,958.22,1440.89,15,2269.7682,R1253,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8,,,,,,,4,Baltimore County,0,,,,,,,,,,,,,,,,
1158,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),31511,2017 FORD F250',ICE,300707803,11/13/2017,37010,26386.76,28872,48325,2927.29,3352.87,15,4659.9408,R1259,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8,,,,,,,4,Baltimore County,14,,,,,,,,,,,,,,,,
